Rank,Team,Games,W-L,EMO GA,OPP ATT,Pct.,Date,Academic Year
5,Bellarmine (SoCon),12,4-8,13,50,0.740,05/09/2015,2015.0
6,Maryland (Big Ten),16,13-3,10,37,0.730,05/09/2015,2015.0
7,Towson (CAA),18,12-6,13,48,0.729,05/09/2015,2015.0
8,High Point (SoCon),17,10-7,15,55,0.727,05/09/2015,2015.0
9,Marist (MAAC),17,14-3,20,72,0.722,05/09/2015,2015.0
10,Colgate (Patriot),15,10-5,12,43,0.721,05/09/2015,2015.0
11,Monmouth (MAAC),14,6-8,13,46,0.717,05/09/2015,2015.0
12,Yale (Ivy League),16,11-5,15,52,0.712,05/09/2015,2015.0
13,Hobart (NEC),14,7-7,10,34,0.706,05/09/2015,2015.0
14,Syracuse (ACC),14,12-2,13,43,0.698,05/09/2015,2015.0
15,Dartmouth (Ivy League),13,5-8,14,46,0.696,05/09/2015,2015.0
16,Lafayette (Patriot),14,4-10,14,45,0.689,05/09/2015,2015.0
17,Manhattan (MAAC),15,1-14,21,67,0.687,05/09/2015,2015.0
18,Brown (Ivy League),16,12-4,18,57,0.684,05/09/2015,2015.0
19,North Carolina (ACC),15,12-3,20,63,0.683,05/09/2015,2015.0
20,Boston U. (Patriot),14,6-8,14,44,0.682,05/09/2015,2015.0
21,Michigan (Big Ten),13,5-8,13,40,0.675,05/09/2015,2015.0
22,Penn St. (Big Ten),14,5-9,15,46,0.674,05/09/2015,2015.0
23,Drexel (CAA),15,7-8,19,58,0.672,05/09/2015,2015.0
24,Quinnipiac (MAAC),15,7-8,20,60,0.667,05/09/2015,2015.0
25,Cornell (Ivy League),16,10-6,21,61,0.656,05/09/2015,2015.0
26,Siena (MAAC),14,5-9,20,58,0.655,05/09/2015,2015.0
26,Ohio St. (Big Ten),18,12-6,10,29,0.655,05/09/2015,2015.0
28,Delaware (CAA),15,5-10,17,49,0.653,05/09/2015,2015.0
29,Penn (Ivy League),13,6-7,16,46,0.652,05/09/2015,2015.0
30,Mount St. Mary's (NEC),15,5-10,18,51,0.647,05/09/2015,2015.0
31,Lehigh (Patriot),16,7-9,22,62,0.645,05/09/2015,2015.0
32,Johns Hopkins (Big Ten),15,9-6,16,45,0.644,05/09/2015,2015.0
33,Fairfield (CAA),15,9-6,9,25,0.640,05/09/2015,2015.0
34,Wagner (NEC),13,4-9,13,36,0.639,05/09/2015,2015.0
35,Virginia (ACC),14,10-4,17,47,0.638,05/09/2015,2015.0
36,Massachusetts (CAA),15,5-10,20,55,0.636,05/09/2015,2015.0
36,Mercer (SoCon),13,5-8,16,44,0.636,05/09/2015,2015.0
38,Marquette (Big East),16,10-6,18,49,0.633,05/09/2015,2015.0
39,Harvard (Ivy League),14,7-7,23,62,0.629,05/09/2015,2015.0
40,Vermont (America East),16,6-10,26,70,0.629,05/09/2015,2015.0
41,NJIT (Independent),12,0-12,19,51,0.627,05/09/2015,2015.0
42,Villanova (Big East),14,6-8,18,48,0.625,05/09/2015,2015.0
43,UMBC (America East),13,5-8,17,45,0.622,05/09/2015,2015.0
43,Holy Cross (Patriot),13,6-7,17,45,0.622,05/09/2015,2015.0
45,UAlbany (America East),18,16-2,25,66,0.621,05/09/2015,2015.0
46,Army West Point (Patriot),17,10-7,15,39,0.615,05/09/2015,2015.0
47,Jacksonville (SoCon),12,4-8,12,31,0.613,05/09/2015,2015.0
48,Denver (Big East),15,13-2,18,45,0.600,05/09/2015,2015.0
48,Robert Morris (NEC),14,3-11,12,30,0.600,05/09/2015,2015.0
50,Stony Brook (America East),18,13-5,22,54,0.593,05/09/2015,2015.0
51,Detroit Mercy (MAAC),14,8-6,20,49,0.592,05/09/2015,2015.0
52,Air Force (ECAC),15,8-7,18,44,0.591,05/09/2015,2015.0
53,Rutgers (Big Ten),15,5-10,17,41,0.585,05/09/2015,2015.0
54,Navy (Patriot),14,9-5,20,48,0.583,05/09/2015,2015.0
55,Bucknell (Patriot),15,9-6,24,57,0.579,05/09/2015,2015.0
56,Hofstra (CAA),14,5-9,19,45,0.578,05/09/2015,2015.0
57,Duke (ACC),18,12-6,25,58,0.569,05/09/2015,2015.0
58,Bryant (NEC),18,8-10,19,44,0.568,05/09/2015,2015.0
59,Georgetown (Big East),16,10-6,24,53,0.547,05/09/2015,2015.0
60,Notre Dame (ACC),13,11-2,16,35,0.543,05/09/2015,2015.0
61,Sacred Heart (NEC),13,6-7,19,41,0.537,05/09/2015,2015.0
62,VMI (SoCon),15,1-14,20,43,0.535,05/09/2015,2015.0
63,St. John's (NY) (Big East),14,3-11,24,51,0.529,05/09/2015,2015.0
64,Hartford (America East),15,7-8,28,58,0.517,05/09/2015,2015.0
65,Binghamton (America East),13,4-9,15,31,0.516,05/09/2015,2015.0
66,Loyola Maryland (Patriot),15,7-8,16,33,0.515,05/09/2015,2015.0
67,Canisius (MAAC),15,3-12,18,37,0.514,05/09/2015,2015.0
68,Princeton (Ivy League),15,9-6,33,64,0.484,05/09/2015,2015.0
-,UMass Lowell (America East),14,1-13,26,54,0.519,05/09/2015,2015.0
1,Saint Joseph's (NEC),17,11-6,12,60,0.800,05/06/2015,2015.0
2,Richmond (SoCon),16,11-5,12,57,0.789,05/06/2015,2015.0
3,Providence (Big East),14,5-9,14,60,0.767,05/06/2015,2015.0
4,Furman (SoCon),13,4-9,10,41,0.756,05/06/2015,2015.0
5,Bellarmine (SoCon),12,4-8,13,50,0.740,05/06/2015,2015.0
6,High Point (SoCon),17,10-7,15,55,0.727,05/06/2015,2015.0
6,Towson (CAA),17,12-5,12,44,0.727,05/06/2015,2015.0
8,Marist (MAAC),17,14-3,20,72,0.722,05/06/2015,2015.0
8,Maryland (Big Ten),15,12-3,10,36,0.722,05/06/2015,2015.0
10,Colgate (Patriot),15,10-5,12,43,0.721,05/06/2015,2015.0
11,Monmouth (MAAC),14,6-8,13,46,0.717,05/06/2015,2015.0
12,Yale (Ivy League),15,11-4,14,49,0.714,05/06/2015,2015.0
13,Hobart (NEC),14,7-7,10,34,0.706,05/06/2015,2015.0
14,Syracuse (ACC),14,12-2,13,43,0.698,05/06/2015,2015.0
15,Dartmouth (Ivy League),13,5-8,14,46,0.696,05/06/2015,2015.0
16,Lafayette (Patriot),14,4-10,14,45,0.689,05/06/2015,2015.0
17,Manhattan (MAAC),15,1-14,21,67,0.687,05/06/2015,2015.0
18,Brown (Ivy League),16,12-4,18,57,0.684,05/06/2015,2015.0
19,North Carolina (ACC),15,12-3,20,63,0.683,05/06/2015,2015.0
20,Boston U. (Patriot),14,6-8,14,44,0.682,05/06/2015,2015.0
21,Ohio St. (Big Ten),17,11-6,8,25,0.680,05/06/2015,2015.0
22,Michigan (Big Ten),13,5-8,13,40,0.675,05/06/2015,2015.0
23,Penn St. (Big Ten),14,5-9,15,46,0.674,05/06/2015,2015.0
24,Drexel (CAA),15,7-8,19,58,0.672,05/06/2015,2015.0
25,Quinnipiac (MAAC),15,7-8,20,60,0.667,05/06/2015,2015.0
26,Siena (MAAC),14,5-9,20,58,0.655,05/06/2015,2015.0
27,Delaware (CAA),15,5-10,17,49,0.653,05/06/2015,2015.0
28,Penn (Ivy League),13,6-7,16,46,0.652,05/06/2015,2015.0
29,Cornell (Ivy League),15,10-5,19,54,0.648,05/06/2015,2015.0
30,Mount St. Mary's (NEC),15,5-10,18,51,0.647,05/06/2015,2015.0
31,Lehigh (Patriot),16,7-9,22,62,0.645,05/06/2015,2015.0
32,Johns Hopkins (Big Ten),15,9-6,16,45,0.644,05/06/2015,2015.0
33,Fairfield (CAA),15,9-6,9,25,0.640,05/06/2015,2015.0
34,Wagner (NEC),13,4-9,13,36,0.639,05/06/2015,2015.0
35,Virginia (ACC),14,10-4,17,47,0.638,05/06/2015,2015.0
36,Massachusetts (CAA),15,5-10,20,55,0.636,05/06/2015,2015.0
36,Mercer (SoCon),13,5-8,16,44,0.636,05/06/2015,2015.0
38,Marquette (Big East),16,10-6,18,49,0.633,05/06/2015,2015.0
39,Harvard (Ivy League),14,7-7,23,62,0.629,05/06/2015,2015.0
40,Vermont (America East),16,6-10,26,70,0.629,05/06/2015,2015.0
41,NJIT (Independent),12,0-12,19,51,0.627,05/06/2015,2015.0
42,Villanova (Big East),14,6-8,18,48,0.625,05/06/2015,2015.0
43,Holy Cross (Patriot),13,6-7,17,45,0.622,05/06/2015,2015.0
43,UMBC (America East),13,5-8,17,45,0.622,05/06/2015,2015.0
45,Army West Point (Patriot),17,10-7,15,39,0.615,05/06/2015,2015.0
46,Jacksonville (SoCon),12,4-8,12,31,0.613,05/06/2015,2015.0
47,Denver (Big East),15,13-2,18,45,0.600,05/06/2015,2015.0
47,Robert Morris (NEC),14,3-11,12,30,0.600,05/06/2015,2015.0
49,Stony Brook (America East),18,13-5,22,54,0.593,05/06/2015,2015.0
50,Detroit Mercy (MAAC),14,8-6,20,49,0.592,05/06/2015,2015.0
51,Air Force (ECAC),15,8-7,18,44,0.591,05/06/2015,2015.0
52,Rutgers (Big Ten),15,5-10,17,41,0.585,05/06/2015,2015.0
53,UAlbany (America East),17,15-2,25,60,0.583,05/06/2015,2015.0
53,Navy (Patriot),14,9-5,20,48,0.583,05/06/2015,2015.0
55,Bucknell (Patriot),15,9-6,24,57,0.579,05/06/2015,2015.0
56,Hofstra (CAA),14,5-9,19,45,0.578,05/06/2015,2015.0
57,Bryant (NEC),18,8-10,19,44,0.568,05/06/2015,2015.0
58,Duke (ACC),17,12-5,25,56,0.554,05/06/2015,2015.0
59,Georgetown (Big East),16,10-6,24,53,0.547,05/06/2015,2015.0
60,Sacred Heart (NEC),13,6-7,19,41,0.537,05/06/2015,2015.0
61,VMI (SoCon),15,1-14,20,43,0.535,05/06/2015,2015.0
62,Notre Dame (ACC),12,10-2,15,32,0.531,05/06/2015,2015.0
63,St. John's (NY) (Big East),14,3-11,24,51,0.529,05/06/2015,2015.0
64,Hartford (America East),15,7-8,28,58,0.517,05/06/2015,2015.0
65,Binghamton (America East),13,4-9,15,31,0.516,05/06/2015,2015.0
66,Loyola Maryland (Patriot),15,7-8,16,33,0.515,05/06/2015,2015.0
67,Canisius (MAAC),15,3-12,18,37,0.514,05/06/2015,2015.0
68,Princeton (Ivy League),15,9-6,33,64,0.484,05/06/2015,2015.0
-,UMass Lowell (America East),14,1-13,26,54,0.519,05/06/2015,2015.0
1,Saint Joseph's (NEC),17,11-6,12,60,0.800,05/03/2015,2015.0
2,Richmond (SoCon),16,11-5,12,57,0.789,05/03/2015,2015.0
3,Providence (Big East),14,5-9,14,60,0.767,05/03/2015,2015.0
4,Furman (SoCon),13,4-9,10,41,0.756,05/03/2015,2015.0
5,Bellarmine (SoCon),12,4-8,13,50,0.740,05/03/2015,2015.0
6,High Point (SoCon),16,10-6,14,53,0.736,05/03/2015,2015.0
7,Maryland (Big Ten),15,12-3,10,36,0.722,05/03/2015,2015.0
8,Colgate (Patriot),15,10-5,12,43,0.721,05/03/2015,2015.0
9,Monmouth (MAAC),14,6-8,13,46,0.717,05/03/2015,2015.0
10,Yale (Ivy League),15,11-4,14,49,0.714,05/03/2015,2015.0
10,Towson (CAA),16,11-5,12,42,0.714,05/03/2015,2015.0
12,Hobart (NEC),14,7-7,10,34,0.706,05/03/2015,2015.0
13,Marist (MAAC),16,13-3,20,67,0.701,05/03/2015,2015.0
14,Syracuse (ACC),14,12-2,13,43,0.698,05/03/2015,2015.0
15,Dartmouth (Ivy League),13,5-8,14,46,0.696,05/03/2015,2015.0
16,Lafayette (Patriot),14,4-10,14,45,0.689,05/03/2015,2015.0
17,Manhattan (MAAC),15,1-14,21,67,0.687,05/03/2015,2015.0
18,Brown (Ivy League),16,12-4,18,57,0.684,05/03/2015,2015.0
19,Quinnipiac (MAAC),15,7-8,19,60,0.683,05/03/2015,2015.0
20,North Carolina (ACC),15,12-3,20,63,0.683,05/03/2015,2015.0
21,Boston U. (Patriot),14,6-8,14,44,0.682,05/03/2015,2015.0
22,Ohio St. (Big Ten),17,11-6,8,25,0.680,05/03/2015,2015.0
23,Michigan (Big Ten),13,5-8,13,40,0.675,05/03/2015,2015.0
24,Penn St. (Big Ten),14,5-9,15,46,0.674,05/03/2015,2015.0
25,Drexel (CAA),15,7-8,19,58,0.672,05/03/2015,2015.0
26,Siena (MAAC),14,5-9,20,58,0.655,05/03/2015,2015.0
27,Delaware (CAA),15,5-10,17,49,0.653,05/03/2015,2015.0
28,Penn (Ivy League),13,6-7,16,46,0.652,05/03/2015,2015.0
29,Cornell (Ivy League),15,10-5,19,54,0.648,05/03/2015,2015.0
30,Mount St. Mary's (NEC),15,5-10,18,51,0.647,05/03/2015,2015.0
31,Lehigh (Patriot),16,7-9,22,62,0.645,05/03/2015,2015.0
32,Johns Hopkins (Big Ten),15,9-6,16,45,0.644,05/03/2015,2015.0
33,Army West Point (Patriot),17,10-7,14,39,0.641,05/03/2015,2015.0
34,Fairfield (CAA),15,9-6,9,25,0.640,05/03/2015,2015.0
35,Wagner (NEC),13,4-9,13,36,0.639,05/03/2015,2015.0
36,Virginia (ACC),14,10-4,17,47,0.638,05/03/2015,2015.0
37,Massachusetts (CAA),15,5-10,20,55,0.636,05/03/2015,2015.0
37,Mercer (SoCon),13,5-8,16,44,0.636,05/03/2015,2015.0
39,Marquette (Big East),16,10-6,18,49,0.633,05/03/2015,2015.0
40,Harvard (Ivy League),14,7-7,23,62,0.629,05/03/2015,2015.0
41,Vermont (America East),16,6-10,26,70,0.629,05/03/2015,2015.0
42,NJIT (Independent),12,0-12,19,51,0.627,05/03/2015,2015.0
43,Villanova (Big East),14,6-8,18,48,0.625,05/03/2015,2015.0
44,Holy Cross (Patriot),13,6-7,17,45,0.622,05/03/2015,2015.0
44,UMBC (America East),13,5-8,17,45,0.622,05/03/2015,2015.0
46,Jacksonville (SoCon),12,4-8,12,31,0.613,05/03/2015,2015.0
47,Denver (Big East),15,13-2,18,45,0.600,05/03/2015,2015.0
47,Robert Morris (NEC),14,3-11,12,30,0.600,05/03/2015,2015.0
49,Stony Brook (America East),18,13-5,22,54,0.593,05/03/2015,2015.0
50,Detroit Mercy (MAAC),14,8-6,20,49,0.592,05/03/2015,2015.0
51,Air Force (ECAC),15,8-7,18,44,0.591,05/03/2015,2015.0
52,Bryant (NEC),17,8-9,17,41,0.585,05/03/2015,2015.0
52,Rutgers (Big Ten),15,5-10,17,41,0.585,05/03/2015,2015.0
54,UAlbany (America East),17,15-2,25,60,0.583,05/03/2015,2015.0
54,Navy (Patriot),14,9-5,20,48,0.583,05/03/2015,2015.0
56,Bucknell (Patriot),15,9-6,24,57,0.579,05/03/2015,2015.0
57,Hofstra (CAA),14,5-9,19,45,0.578,05/03/2015,2015.0
58,Duke (ACC),17,12-5,25,56,0.554,05/03/2015,2015.0
59,Georgetown (Big East),16,10-6,24,53,0.547,05/03/2015,2015.0
60,Sacred Heart (NEC),13,6-7,19,41,0.537,05/03/2015,2015.0
61,VMI (SoCon),15,1-14,20,43,0.535,05/03/2015,2015.0
62,Notre Dame (ACC),12,10-2,15,32,0.531,05/03/2015,2015.0
63,St. John's (NY) (Big East),14,3-11,24,51,0.529,05/03/2015,2015.0
64,Hartford (America East),15,7-8,28,58,0.517,05/03/2015,2015.0
65,Binghamton (America East),13,4-9,15,31,0.516,05/03/2015,2015.0
66,Loyola Maryland (Patriot),15,7-8,16,33,0.515,05/03/2015,2015.0
67,Canisius (MAAC),15,3-12,18,37,0.514,05/03/2015,2015.0
68,Princeton (Ivy League),15,9-6,33,64,0.484,05/03/2015,2015.0
-,UMass Lowell (America East),14,1-13,26,54,0.519,05/03/2015,2015.0
1,Saint Joseph's (NEC),17,11-6,12,60,0.800,05/02/2015,2015.0
2,Richmond (SoCon),16,11-5,12,57,0.789,05/02/2015,2015.0
3,Providence (Big East),14,5-9,14,60,0.767,05/02/2015,2015.0
4,Furman (SoCon),13,4-9,10,41,0.756,05/02/2015,2015.0
5,Bellarmine (SoCon),12,4-8,13,50,0.740,05/02/2015,2015.0
6,High Point (SoCon),16,10-6,14,53,0.736,05/02/2015,2015.0
7,Yale (Ivy League),14,10-4,12,44,0.727,05/02/2015,2015.0
8,Maryland (Big Ten),15,12-3,10,36,0.722,05/02/2015,2015.0
9,Colgate (Patriot),15,10-5,12,43,0.721,05/02/2015,2015.0
10,Monmouth (MAAC),14,6-8,13,46,0.717,05/02/2015,2015.0
11,Towson (CAA),16,11-5,12,42,0.714,05/02/2015,2015.0
12,Hobart (NEC),14,7-7,10,34,0.706,05/02/2015,2015.0
13,Marist (MAAC),16,13-3,20,67,0.701,05/02/2015,2015.0
14,Syracuse (ACC),14,12-2,13,43,0.698,05/02/2015,2015.0
15,Dartmouth (Ivy League),13,5-8,14,46,0.696,05/02/2015,2015.0
16,Lafayette (Patriot),14,4-10,14,45,0.689,05/02/2015,2015.0
17,Manhattan (MAAC),15,1-14,21,67,0.687,05/02/2015,2015.0
18,Brown (Ivy League),16,12-4,18,57,0.684,05/02/2015,2015.0
19,Quinnipiac (MAAC),15,7-8,19,60,0.683,05/02/2015,2015.0
20,North Carolina (ACC),15,12-3,20,63,0.683,05/02/2015,2015.0
21,Ohio St. (Big Ten),17,11-6,8,25,0.680,05/02/2015,2015.0
22,Michigan (Big Ten),13,5-8,13,40,0.675,05/02/2015,2015.0
23,Boston U. (Patriot),13,6-7,14,43,0.674,05/02/2015,2015.0
24,Penn St. (Big Ten),14,5-9,15,46,0.674,05/02/2015,2015.0
25,Drexel (CAA),15,7-8,19,58,0.672,05/02/2015,2015.0
26,Siena (MAAC),14,5-9,20,58,0.655,05/02/2015,2015.0
27,Delaware (CAA),15,5-10,17,49,0.653,05/02/2015,2015.0
28,Penn (Ivy League),13,6-7,16,46,0.652,05/02/2015,2015.0
29,Cornell (Ivy League),15,10-5,19,54,0.648,05/02/2015,2015.0
30,Mount St. Mary's (NEC),15,5-10,18,51,0.647,05/02/2015,2015.0
31,Lehigh (Patriot),16,7-9,22,62,0.645,05/02/2015,2015.0
32,Johns Hopkins (Big Ten),15,9-6,16,45,0.644,05/02/2015,2015.0
33,Army West Point (Patriot),17,10-7,14,39,0.641,05/02/2015,2015.0
34,Fairfield (CAA),15,9-6,9,25,0.640,05/02/2015,2015.0
35,Wagner (NEC),13,4-9,13,36,0.639,05/02/2015,2015.0
36,Virginia (ACC),14,10-4,17,47,0.638,05/02/2015,2015.0
37,Massachusetts (CAA),15,5-10,20,55,0.636,05/02/2015,2015.0
37,Mercer (SoCon),13,5-8,16,44,0.636,05/02/2015,2015.0
39,Marquette (Big East),16,10-6,18,49,0.633,05/02/2015,2015.0
40,Harvard (Ivy League),14,7-7,23,62,0.629,05/02/2015,2015.0
41,Vermont (America East),16,6-10,26,70,0.629,05/02/2015,2015.0
42,NJIT (Independent),12,0-12,19,51,0.627,05/02/2015,2015.0
43,Villanova (Big East),14,6-8,18,48,0.625,05/02/2015,2015.0
44,Holy Cross (Patriot),13,6-7,17,45,0.622,05/02/2015,2015.0
44,UMBC (America East),13,5-8,17,45,0.622,05/02/2015,2015.0
46,Jacksonville (SoCon),12,4-8,12,31,0.613,05/02/2015,2015.0
47,Denver (Big East),15,13-2,18,45,0.600,05/02/2015,2015.0
47,Robert Morris (NEC),14,3-11,12,30,0.600,05/02/2015,2015.0
49,Stony Brook (America East),18,13-5,22,54,0.593,05/02/2015,2015.0
50,Detroit Mercy (MAAC),14,8-6,20,49,0.592,05/02/2015,2015.0
51,Air Force (ECAC),15,8-7,18,44,0.591,05/02/2015,2015.0
52,Bryant (NEC),17,8-9,17,41,0.585,05/02/2015,2015.0
52,Rutgers (Big Ten),15,5-10,17,41,0.585,05/02/2015,2015.0
54,UAlbany (America East),17,15-2,25,60,0.583,05/02/2015,2015.0
54,Navy (Patriot),14,9-5,20,48,0.583,05/02/2015,2015.0
56,Bucknell (Patriot),15,9-6,24,57,0.579,05/02/2015,2015.0
57,Hofstra (CAA),14,5-9,19,45,0.578,05/02/2015,2015.0
58,Georgetown (Big East),16,10-6,24,53,0.547,05/02/2015,2015.0
59,Duke (ACC),16,11-5,25,54,0.537,05/02/2015,2015.0
60,Sacred Heart (NEC),13,6-7,19,41,0.537,05/02/2015,2015.0
61,VMI (SoCon),15,1-14,20,43,0.535,05/02/2015,2015.0
62,Notre Dame (ACC),12,10-2,15,32,0.531,05/02/2015,2015.0
63,St. John's (NY) (Big East),14,3-11,24,51,0.529,05/02/2015,2015.0
64,Hartford (America East),15,7-8,28,58,0.517,05/02/2015,2015.0
65,Binghamton (America East),13,4-9,15,31,0.516,05/02/2015,2015.0
66,Loyola Maryland (Patriot),15,7-8,16,33,0.515,05/02/2015,2015.0
67,Canisius (MAAC),15,3-12,18,37,0.514,05/02/2015,2015.0
68,Princeton (Ivy League),14,9-5,31,59,0.475,05/02/2015,2015.0
-,UMass Lowell (America East),14,1-13,26,54,0.519,05/02/2015,2015.0
1,Saint Joseph's (NEC),16,11-5,10,56,0.821,05/01/2015,2015.0
2,Richmond (SoCon),15,11-4,12,57,0.789,05/01/2015,2015.0
3,Providence (Big East),14,5-9,14,60,0.767,05/01/2015,2015.0
4,Furman (SoCon),13,4-9,10,41,0.756,05/01/2015,2015.0
5,Bellarmine (SoCon),12,4-8,13,50,0.740,05/01/2015,2015.0
6,Yale (Ivy League),14,10-4,12,44,0.727,05/01/2015,2015.0
7,High Point (SoCon),15,9-6,14,51,0.725,05/01/2015,2015.0
8,Towson (CAA),15,10-5,11,40,0.725,05/01/2015,2015.0
8,Colgate (Patriot),14,10-4,11,40,0.725,05/01/2015,2015.0
10,Maryland (Big Ten),15,12-3,10,36,0.722,05/01/2015,2015.0
11,Syracuse (ACC),13,11-2,11,39,0.718,05/01/2015,2015.0
12,Monmouth (MAAC),14,6-8,13,46,0.717,05/01/2015,2015.0
13,Ohio St. (Big Ten),16,11-5,7,24,0.708,05/01/2015,2015.0
14,Marist (MAAC),15,12-3,19,65,0.708,05/01/2015,2015.0
15,Hobart (NEC),14,7-7,10,34,0.706,05/01/2015,2015.0
16,Dartmouth (Ivy League),13,5-8,14,46,0.696,05/01/2015,2015.0
17,Lafayette (Patriot),14,4-10,14,45,0.689,05/01/2015,2015.0
18,Manhattan (MAAC),15,1-14,21,67,0.687,05/01/2015,2015.0
19,Brown (Ivy League),16,12-4,18,57,0.684,05/01/2015,2015.0
20,North Carolina (ACC),15,12-3,20,63,0.683,05/01/2015,2015.0
21,Quinnipiac (MAAC),14,7-7,18,56,0.679,05/01/2015,2015.0
22,Michigan (Big Ten),13,5-8,13,40,0.675,05/01/2015,2015.0
23,Boston U. (Patriot),13,6-7,14,43,0.674,05/01/2015,2015.0
24,Penn St. (Big Ten),14,5-9,15,46,0.674,05/01/2015,2015.0
25,Drexel (CAA),15,7-8,19,58,0.672,05/01/2015,2015.0
26,Siena (MAAC),14,5-9,20,58,0.655,05/01/2015,2015.0
27,Delaware (CAA),15,5-10,17,49,0.653,05/01/2015,2015.0
28,Penn (Ivy League),13,6-7,16,46,0.652,05/01/2015,2015.0
29,Cornell (Ivy League),15,10-5,19,54,0.648,05/01/2015,2015.0
30,Mount St. Mary's (NEC),15,5-10,18,51,0.647,05/01/2015,2015.0
31,Lehigh (Patriot),16,7-9,22,62,0.645,05/01/2015,2015.0
32,Johns Hopkins (Big Ten),14,8-6,16,45,0.644,05/01/2015,2015.0
33,Fairfield (CAA),15,9-6,9,25,0.640,05/01/2015,2015.0
34,Wagner (NEC),13,4-9,13,36,0.639,05/01/2015,2015.0
35,Virginia (ACC),14,10-4,17,47,0.638,05/01/2015,2015.0
36,Mercer (SoCon),13,5-8,16,44,0.636,05/01/2015,2015.0
37,Marquette (Big East),16,10-6,18,49,0.633,05/01/2015,2015.0
38,Harvard (Ivy League),14,7-7,23,62,0.629,05/01/2015,2015.0
39,Vermont (America East),16,6-10,26,70,0.629,05/01/2015,2015.0
40,Massachusetts (CAA),14,5-9,19,51,0.627,05/01/2015,2015.0
40,NJIT (Independent),12,0-12,19,51,0.627,05/01/2015,2015.0
42,Villanova (Big East),14,6-8,18,48,0.625,05/01/2015,2015.0
43,UMBC (America East),13,5-8,17,45,0.622,05/01/2015,2015.0
43,Holy Cross (Patriot),13,6-7,17,45,0.622,05/01/2015,2015.0
45,Stony Brook (America East),17,13-4,18,47,0.617,05/01/2015,2015.0
46,Jacksonville (SoCon),12,4-8,12,31,0.613,05/01/2015,2015.0
47,Army West Point (Patriot),16,10-6,14,36,0.611,05/01/2015,2015.0
48,Bryant (NEC),16,7-9,15,38,0.605,05/01/2015,2015.0
49,Denver (Big East),14,12-2,16,40,0.600,05/01/2015,2015.0
49,Robert Morris (NEC),14,3-11,12,30,0.600,05/01/2015,2015.0
51,Air Force (ECAC),14,8-6,17,42,0.595,05/01/2015,2015.0
52,Detroit Mercy (MAAC),14,8-6,20,49,0.592,05/01/2015,2015.0
53,Rutgers (Big Ten),15,5-10,17,41,0.585,05/01/2015,2015.0
54,Bucknell (Patriot),15,9-6,24,57,0.579,05/01/2015,2015.0
54,UAlbany (America East),16,14-2,24,57,0.579,05/01/2015,2015.0
56,Hofstra (CAA),14,5-9,19,45,0.578,05/01/2015,2015.0
57,Notre Dame (ACC),11,9-2,13,30,0.567,05/01/2015,2015.0
58,Georgetown (Big East),15,10-5,21,48,0.563,05/01/2015,2015.0
59,Navy (Patriot),13,8-5,20,44,0.545,05/01/2015,2015.0
60,Duke (ACC),16,11-5,25,54,0.537,05/01/2015,2015.0
61,Sacred Heart (NEC),13,6-7,19,41,0.537,05/01/2015,2015.0
62,VMI (SoCon),15,1-14,20,43,0.535,05/01/2015,2015.0
63,St. John's (NY) (Big East),14,3-11,24,51,0.529,05/01/2015,2015.0
64,Hartford (America East),15,7-8,28,58,0.517,05/01/2015,2015.0
65,Binghamton (America East),13,4-9,15,31,0.516,05/01/2015,2015.0
66,Loyola Maryland (Patriot),15,7-8,16,33,0.515,05/01/2015,2015.0
67,Canisius (MAAC),15,3-12,18,37,0.514,05/01/2015,2015.0
68,Princeton (Ivy League),14,9-5,31,59,0.475,05/01/2015,2015.0
-,UMass Lowell (America East),14,1-13,26,54,0.519,05/01/2015,2015.0
1,Saint Joseph's (NEC),16,11-5,10,56,0.821,04/30/2015,2015.0
2,Richmond (SoCon),15,11-4,12,57,0.789,04/30/2015,2015.0
3,Providence (Big East),14,5-9,14,60,0.767,04/30/2015,2015.0
4,Furman (SoCon),13,4-9,10,41,0.756,04/30/2015,2015.0
5,Bellarmine (SoCon),12,4-8,13,50,0.740,04/30/2015,2015.0
6,High Point (SoCon),15,9-6,14,51,0.725,04/30/2015,2015.0
7,Colgate (Patriot),14,10-4,11,40,0.725,04/30/2015,2015.0
7,Towson (CAA),15,10-5,11,40,0.725,04/30/2015,2015.0
9,Maryland (Big Ten),15,12-3,10,36,0.722,04/30/2015,2015.0
10,Syracuse (ACC),13,11-2,11,39,0.718,04/30/2015,2015.0
11,Monmouth (MAAC),14,6-8,13,46,0.717,04/30/2015,2015.0
12,Ohio St. (Big Ten),16,11-5,7,24,0.708,04/30/2015,2015.0
13,Marist (MAAC),15,12-3,19,65,0.708,04/30/2015,2015.0
14,Yale (Ivy League),13,9-4,12,41,0.707,04/30/2015,2015.0
15,Hobart (NEC),14,7-7,10,34,0.706,04/30/2015,2015.0
16,Dartmouth (Ivy League),13,5-8,14,46,0.696,04/30/2015,2015.0
17,Lafayette (Patriot),14,4-10,14,45,0.689,04/30/2015,2015.0
18,Manhattan (MAAC),15,1-14,21,67,0.687,04/30/2015,2015.0
19,Brown (Ivy League),15,12-3,18,57,0.684,04/30/2015,2015.0
20,North Carolina (ACC),15,12-3,20,63,0.683,04/30/2015,2015.0
21,Quinnipiac (MAAC),14,7-7,18,56,0.679,04/30/2015,2015.0
22,Michigan (Big Ten),13,5-8,13,40,0.675,04/30/2015,2015.0
